"feature_x","feature_y","nearest_x","nearest_y","distance","distance_2","n","X","Y","bnk_height","Beach","WideBeach","Exposure","bathymetry","roads","PermStruc","PublicRamp","RiparianLU","canal","SandSpit","Structure","offshorest","SAV","marsh_all","tribs","defended","rd_pstruc","lowBnkStrc","ShlType","Fetch_","selectThis","StrucList","Response","study","angle","SMMv5Def","forestshl","SL_Length","SL_Lgth_mi","City","Point_Type","Edge_Type","Hard_Mater","Adj_LU","Erosion","Owner","Adj_H1","V_Type1","Hab_W1","Adj_H2","V_Type2","Hab_W2","Adj_H3","V_Type3","Hab_W3","Adj_H4","V_Type4","Hab_W4","IT_Width","Rest_Opp","Slope","X3_m_depth","X5_m_depth","X0yster_Pre","Seagrass_P","Hardened_1","Erosion_2","WTLD_VEG_3","Slope_4","X10th","X20th","X30th","X40th","X50th","X60th","X70th","X80th","X90th","X99th","Length","MANGROVE","predicted","geometry"
513850.314099253,3198452.75838975,513850.314099253,3198452.75838975,65712,0,1,-80.85895,28.91694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",182.935673444217,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",2,"PUB","V",111,2,"V",0,4,"S",0,2,"W",NA,NA,7,"N",0.183,65,75,"N","N",1,1,0,0,7e-04,0.002304,0.005533,0.024314,0.035409,0.04259,0.050739,0.061578,0.08067,0.125294,429.045219314,60,-1.08292550188646,c(513850.314099253, 3198452.75838975)
513865.727764489,3198348.0271692,513865.727764489,3198348.0271692,65823,1.16415e-10,1,-80.85798,28.91343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",138.366460665284,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",2,"PUB","V",0,2,"V",0,3,"S",0,4,"W",NA,NA,9,"N",0.17,60,70,"N","Y",1,1,0,0,0,0,0,0,0,0,0,0,0,0,416.532788275,0,0.125071320749869,c(513865.727764488, 3198348.0271692)
513917.334190495,3198263.72238078,513917.334190495,3198263.72238078,65934,5.8208e-11,1,-80.85798,28.91343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",165.963756534333,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",2,"PUB","V",0,2,"V",0,3,"S",0,4,"W",NA,NA,9,"N",0.17,60,70,"N","Y",1,1,0,0,0,0,0,0,0,0,0,0,0,0,416.532788275,0,0.119357655859787,c(513917.334190496, 3198263.72238078)
513931.085356983,3198156.32850026,513931.085356983,3198156.32850026,66045,0,1,-80.85798,28.91343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",180,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",2,"PUB","V",0,2,"V",0,3,"S",0,4,"W",NA,NA,9,"N",0.17,60,70,"N","Y",1,1,0,0,0,0,0,0,0,0,0,0,0,0,416.532788275,0,0.116451632318242,c(513931.085356983, 3198156.32850026)
513957.029033755,3198049.5743583,513957.029033755,3198049.5743583,66156,5.8208e-11,1,-80.85798,28.91343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",151.557071374193,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",2,"PUB","V",0,2,"V",0,3,"S",0,4,"W",NA,NA,9,"N",0.17,60,70,"N","Y",1,1,0,0,0,0,0,0,0,0,0,0,0,0,416.532788275,0,0.122340374586018,c(513957.029033755, 3198049.5743583)
513997.537851167,3197946.77646725,513997.537851167,3197946.77646725,66267,5.8208e-11,1,-80.85674,28.91005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",152.447188420285,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",111,2,"V",0,4,"V",112,1.5,"S",NA,"1",8,"N",0.131,60,70,"N","Y",1,0,0,0,0.000902,0.00281,0.00813,0.019674,0.025563,0.035114,0.045503,0.058283,0.073296,0.110685,470.465530465,60,-0.752542815035071,c(513997.537851167, 3197946.77646725)
514037.749713472,3197844.19512077,514037.749713472,3197844.19512077,66378,0,1,-80.85674,28.91005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",171.027373381833,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",111,2,"V",0,4,"V",112,1.5,"S",NA,"1",8,"N",0.131,60,70,"N","Y",1,0,0,0,0.000902,0.00281,0.00813,0.019674,0.025563,0.035114,0.045503,0.058283,0.073296,0.110685,470.465530465,60,-0.756389603175829,c(514037.749713472, 3197844.19512077)
514084.870374783,3197744.24670415,514084.870374783,3197744.24670415,66489,5.8208e-11,1,-80.85674,28.91005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",158.498565671998,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",111,2,"V",0,4,"V",112,1.5,"S",NA,"1",8,"N",0.131,60,70,"N","Y",1,0,0,0,0.000902,0.00281,0.00813,0.019674,0.025563,0.035114,0.045503,0.058283,0.073296,0.110685,470.465530465,60,-0.753795674804514,c(514084.870374783, 3197744.24670415)
514132.413201417,3197644.4217609,514132.413201417,3197644.4217609,66600,5.8208e-11,1,-80.85674,28.91005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",161.56505118156,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",111,2,"V",0,4,"V",112,1.5,"S",NA,"1",8,"N",0.131,60,70,"N","Y",1,0,0,0,0.000902,0.00281,0.00813,0.019674,0.025563,0.035114,0.045503,0.058283,0.073296,0.110685,470.465530465,60,-0.754430551158889,c(514132.413201418, 3197644.4217609)
513875.894010481,3202077.83722828,513875.894010482,3202077.83722828,66711,5.8208e-11,1,-80.85806,28.94689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",110.556045200429,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"P",2,"PUB","V",0,2,"V",0,3,"V",0,2,"S",NA,"4",10.5,"Y",0.059,60,94,"N","N",1,1,0,0,0.000676,0.00104,0.001913,0.003838,0.005687,0.014099,0.032158,0.052549,0.075668,0.121103,161.122419742,70,-0.685883772998589,c(513875.894010481, 3202077.83722828)
513834.391190618,3197958.85059249,513834.391190618,3197958.85059249,66822,0,1,-80.85728,28.90853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",207.255328373772,NA,NA,NA,NA,"Edgewater","TS","NS",NA,"R",3,"PRI","V",112,3,"W",0,0,NA,0,0,NA,NA,NA,3,"N",0.1,80,80,"Y","N",1,0,0,0,0.000682,0.001829,0.006108,0.01285,0.025971,0.036174,0.046595,0.056399,0.07079,0.123717,381.605385651,60,-0.802835277565837,c(513834.391190617, 3197958.85059249)
513877.396085736,3197918.73439761,513877.396085736,3197918.73439761,66933,0,1,-80.85728,28.90853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",91.735704585968,NA,NA,NA,NA,"Edgewater","TS","NS",NA,"R",3,"PRI","V",112,3,"W",0,0,NA,0,0,NA,NA,NA,3,"N",0.1,80,80,"Y","N",1,0,0,0,0.000682,0.001829,0.006108,0.01285,0.025971,0.036174,0.046595,0.056399,0.07079,0.123717,381.605385651,60,-0.778918426375639,c(513877.396085735, 3197918.73439761)
513876.513847366,3197946.58337712,513876.513847366,3197946.58337712,67044,5.8208e-11,1,-80.85728,28.90853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",329.036243472672,NA,NA,NA,NA,"Edgewater","TS","NS",NA,"R",3,"PRI","V",112,3,"W",0,0,NA,0,0,NA,NA,NA,3,"N",0.1,80,80,"Y","N",1,0,0,0,0.000682,0.001829,0.006108,0.01285,0.025971,0.036174,0.046595,0.056399,0.07079,0.123717,381.605385651,60,-0.828048448529557,c(513876.513847366, 3197946.58337712)
513905.64915323,3197895.98465258,513905.64915323,3197895.98465258,67155,5.8208e-11,1,-80.85728,28.90853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",165.068582836089,NA,NA,NA,NA,"Edgewater","TS","NS",NA,"R",3,"PRI","V",112,3,"W",0,0,NA,0,0,NA,NA,NA,3,"N",0.1,80,80,"Y","N",1,0,0,0,0.000682,0.001829,0.006108,0.01285,0.025971,0.036174,0.046595,0.056399,0.07079,0.123717,381.605385651,60,-0.794101054910499,c(513905.649153231, 3197895.98465258)
513900.629916522,3197844.95357934,513900.629916522,3197844.95357934,67266,0,1,-80.85686,28.90837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",79.3803447316932,NA,NA,NA,NA,"Edgewater","TS","BH,HS","RR, CON, O-Metal, CQ","R",3,"PRI","V",99,0,"R",0,2,"W",0,0,NA,NA,NA,2,"N",0.8,100,100,"N","N",0,0,2,1,0.000679,0.00216,0.007734,0.015972,0.025532,0.033062,0.044054,0.05602,0.073194,0.108836,123.442097019,60,0.76173728267328,c(513900.629916522, 3197844.95357934)
513963.743141829,3197787.10837618,513963.743141829,3197787.10837618,67377,1.16415e-10,1,-80.85661,28.90783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",151.927513061225,NA,NA,NA,NA,"Edgewater","TS","BH","CON","R",3,"PRI","V",99,0,"W",0,0,NA,0,0,NA,NA,NA,0,"N",0,100,100,"Y","N",0,0,2,0,0.000407,0.001221,0.004423,0.008002,0.013268,0.020364,0.02967,0.03546,0.045496,0.06081,48.9482258037,80,1.56081063874156,c(513963.743141829, 3197787.10837618)
513987.608329395,3197740.41051158,513987.608329395,3197740.41051158,67488,5.8208e-11,1,-80.85624,28.90718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",153.21287327008,NA,NA,NA,NA,"Edgewater","TS","BH","CON, O-Metal","R",3,"PRI","V",0,0,"V",0,2,"W",0,0,NA,NA,NA,2,"N",0.45,100,100,"N","N",0,0,2,1,0.000716,0.002713,0.007934,0.017462,0.026297,0.033256,0.044966,0.054148,0.069446,0.102932,88.8429919852,70,1.58468570226258,c(513987.608329394, 3197740.41051158)
513979.824223824,3197660.18775251,513979.824223824,3197660.18775251,67599,0,1,-80.85603,28.90672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",247.93651902236,NA,NA,NA,NA,"Edgewater","TS","BH","CON","R",3,"PRI","V",99,0,"W",0,0,NA,0,0,NA,NA,NA,0,"N",0,100,100,"N","N",0,0,2,0,0,0,0,0,0,0,0,0,0,0,58.1303811694,0,2.3127795518739,c(513979.824223824, 3197660.18775251)
514050.363272823,3197606.89342795,514050.363272823,3197606.89342795,67710,1.16415e-10,1,-80.85561,28.90606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",154.393339012113,NA,NA,NA,NA,"Edgewater","TR","BH","CON","R",3,"PRI","V",99,0,"W",0,0,NA,0,0,NA,NA,NA,0,"N",0,100,100,"N","N",0,0,2,0,0.001032,0.002639,0.009928,0.019104,0.029148,0.040577,0.048907,0.065006,0.079424,0.119961,26.7235970516,60,1.1381489434809,c(514050.363272823, 3197606.89342795)
514013.505919609,3201961.93451777,514013.505919609,3201961.93451777,67821,5.8208e-11,1,-80.856223,28.94556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",185.19442269256,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"P",2,"PUB","V",0,3,"Shell, V",111,8,"W",0,0,NA,NA,NA,10.5,"N",0.087,43,55,"Y","N",1,1,0,0,0.000899,0.001896,0.004267,0.00553,0.013115,0.021273,0.044826,0.059852,0.083842,0.127742,47.7121120921,60,-0.801826083916026,c(514013.505919609, 3201961.93451777)
514112.675594513,3202045.59142304,514112.675594513,3202045.59142304,67932,0,1,-80.85477,28.94625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",93.1798301285519,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"P",2,"PUB","V",0,6,"V, S",111,5,"W",0,0,NA,NA,NA,5,"Y",0.104,68,100,"N","N",1,1,0,0,0.000744,0.001621,0.002995,0.004674,0.00838,0.016591,0.035058,0.059316,0.080001,0.122063,152.416831784,60,-0.809402778528864,c(514112.675594513, 3202045.59142304)
514088.803560771,3197524.97430509,514088.803560771,3197524.97430509,68043,5.8208e-11,1,-80.85509,28.90527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",154.785483231308,NA,NA,NA,NA,"Edgewater","TS","BH","CON","R",3,"PRI","V",0,0,"W",0,0,NA,0,0,NA,NA,NA,0,"N",0,70,80,"N","N",0,0,2,0,0.000965,0.002791,0.009494,0.018889,0.026829,0.039213,0.0478,0.061886,0.077717,0.117129,111.234442846,60,1.2729104144477,c(514088.80356077, 3197524.97430509)
514053.956695151,3197455.87927702,514053.956695151,3197455.87927702,68154,5.8208e-11,1,-80.85527,28.90484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",239.743562839715,NA,NA,NA,NA,"Oak Hill","TR","NS",NA,"R",2,"PRI","V",0,0,"V",0,3,"W",0,0,NA,NA,NA,3,"N",0.05,30,40,"N","N",1,1,0,0,0.000926,0.002604,0.00885,0.017979,0.024522,0.032808,0.044738,0.052979,0.069929,0.105448,85.7683115676,70,-0.582345949390543,c(514053.956695153, 3197455.87927702)
514111.031399124,3197403.22560018,514111.031399125,3197403.22560018,68265,5.8208e-11,1,-80.85527,28.90484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",64.7468366075257,NA,NA,NA,NA,"Oak Hill","TR","NS",NA,"R",2,"PRI","V",0,0,"V",0,3,"W",0,0,NA,NA,NA,3,"N",0.05,30,40,"N","N",1,1,0,0,0.000926,0.002604,0.00885,0.017979,0.024522,0.032808,0.044738,0.052979,0.069929,0.105448,135.33274638,70,-0.546115129700937,c(514111.031399124, 3197403.22560018)
514167.752344214,3197350.81028496,514167.752344214,3197350.81028496,68376,0,1,-80.854854,28.90437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",73.6104596652293,NA,NA,NA,NA,"Oak Hill","TR","NS",NA,"R",2,"PRI","V",0,10,NA,0,0,"W",0,0,NA,NA,NA,10,"N",0.05,40,50,"N","N",1,1,0,0,0.000968,0.003426,0.01098,0.021459,0.032474,0.043592,0.051033,0.066105,0.080748,0.121014,83.2636578728,60,-1.10101564456783,c(514167.752344214, 3197350.81028496)
514222.006605089,3197261.11304634,514222.006605089,3197261.11304634,68487,0,1,-80.85399,28.90325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",163.05077576371,NA,NA,NA,NA,"Oak Hill","TS","BH","O-Metal, CON, WO","R",3,"PRI","V",99,0,"W",0,0,NA,0,0,NA,NA,NA,0,"N",0,60,70,"N","N",0,0,2,0,0.000923,0.003894,0.01363,0.022074,0.031534,0.042873,0.051789,0.066236,0.082412,0.121687,112.880914491,60,1.19992053965811,c(514222.00660509, 3197261.11304634)
514160.450212469,3197200.06630901,514160.450212469,3197200.06630901,68598,5.8208e-11,1,-80.85399,28.90325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",249.281460096332,NA,NA,NA,NA,"Oak Hill","TS","BH","O-Metal, CON, WO","R",3,"PRI","V",99,0,"W",0,0,NA,0,0,NA,NA,NA,0,"N",0,60,70,"N","N",0,0,2,0,0.000923,0.003894,0.01363,0.022074,0.031534,0.042873,0.051789,0.066236,0.082412,0.121687,112.880914491,60,1.18206758638845,c(514160.450212469, 3197200.06630901)
514197.590152739,3197635.83104936,514197.590152739,3197635.83104936,68709,5.8208e-11,1,-80.85452,28.90688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",150.25511869375,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",0,4,"S",0,1,"W",0,0,NA,NA,NA,5,"N",0.085,60,70,"N","N",1,0,0,0,0,0,0,0,0,0,0,0,0,0,601.155532326,0,0.277959820929814,c(514197.590152739, 3197635.83104936)
514248.334235111,3197540.98868511,514248.334235111,3197540.98868511,68820,5.8208e-11,1,-80.85452,28.90688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",162.349875780574,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",0,4,"S",0,1,"W",0,0,NA,NA,NA,5,"N",0.085,60,70,"N","N",1,0,0,0,0,0,0,0,0,0,0,0,0,0,601.155532326,0,0.275455757153096,c(514248.334235111, 3197540.98868511)
514281.23883303,3197444.78004643,514281.23883303,3197444.78004643,68931,5.8208e-11,1,-80.85452,28.90688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",145.713123030756,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",0,4,"S",0,1,"W",0,0,NA,NA,NA,5,"N",0.085,60,70,"N","N",1,0,0,0,0,0,0,0,0,0,0,0,0,0,601.155532326,0,0.278900182669373,c(514281.238833031, 3197444.78004643)
514318.047601086,3197345.37637973,514318.047601086,3197345.37637973,69042,5.8208e-11,1,-80.85452,28.90688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",215.537677787432,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",0,4,"S",0,1,"W",0,0,NA,NA,NA,5,"N",0.085,60,70,"N","N",1,0,0,0,0,0,0,0,0,0,0,0,0,0,601.155532326,0,0.264443907356317,c(514318.047601086, 3197345.37637973)
514361.327173293,3197248.54961608,514361.327173293,3197248.54961608,69153,5.8208e-11,1,-80.85452,28.90688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",150.642246448431,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",0,4,"S",0,1,"W",0,0,NA,NA,NA,5,"N",0.085,60,70,"N","N",1,0,0,0,0,0,0,0,0,0,0,0,0,0,601.155532326,0,0.277879671111136,c(514361.327173294, 3197248.54961608)
514391.887915995,3197144.0442278,514391.887915995,3197144.0442278,69264,0,1,-80.85452,28.90688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",193.626994856743,NA,NA,NA,NA,"Edgewater","TR","NS",NA,"P",3,"PUB","V",0,4,"S",0,1,"W",0,0,NA,NA,NA,5,"N",0.085,60,70,"N","N",1,0,0,0,0,0,0,0,0,0,0,0,0,0,601.155532326,0,0.268980232232958,c(514391.887915994, 3197144.0442278)
514425.31027822,3197041.74312879,514425.31027822,3197041.74312879,69375,0,1,-80.85242,28.90211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",159.775140566864,NA,NA,NA,NA,"Oak Hill","TR","NS",NA,"P",3,"PUB","V",111,3,"V",0,2,"V",0,2,"W",NA,NA,7,"N",0.09,25,35,"N","Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,312.864689364,0,0.356284750652084,c(514425.310278218, 3197041.74312879)
514472.622942101,3196941.64895608,514472.622942101,3196941.64895608,69486,5.8208e-11,1,-80.85242,28.90211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",154.983106540547,NA,NA,NA,NA,"Oak Hill","TR","NS",NA,"P",3,"PUB","V",111,3,"V",0,2,"V",0,2,"W",NA,NA,7,"N",0.09,25,35,"N","Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,312.864689364,0,0.357276879616391,c(514472.622942101, 3196941.64895608)
514155.856034015,3201962.26243558,514155.856034015,3201962.26243558,69597,0,1,-80.85437,28.94558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",95.7105931288468,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"P",2,"PUB","V",111,2,"V",0,3,"S",0,2,"W",NA,NA,7,"N",0.05,78,81,"Y","N",1,1,0,0,0.000658,0.001364,0.003012,0.004619,0.007864,0.017125,0.029712,0.052446,0.07183,0.109722,91.9480136745,70,-0.634975526975163,c(514155.856034015, 3201962.26243558)
514155.018779744,3202041.76099474,514155.018779744,3202041.76099474,69708,0,1,-80.85277,28.94594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",86.9872125277584,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"P",2,"PUB","V",0,2,"V",0,4,"S",0,2,"W",NA,NA,7.5,"N",0.05,53,63,"Y","N",1,1,0,0,0.00041,0.001113,0.001806,0.00257,0.004544,0.006928,0.016212,0.02985,0.047883,0.088118,215.034698059,80,-0.37377236570594,c(514155.018779744, 3202041.76099474)
514251.655031676,3202015.6925715,514251.655031676,3202015.6925715,69819,0,1,-80.85277,28.94594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",102.528807658534,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"P",2,"PUB","V",0,2,"V",0,4,"S",0,2,"W",NA,NA,7.5,"N",0.05,53,63,"Y","N",1,1,0,0,0.00041,0.001113,0.001806,0.00257,0.004544,0.006928,0.016212,0.02985,0.047883,0.088118,215.034698059,80,-0.376990052933557,c(514251.655031675, 3202015.6925715)
514360.579373841,3202000.2602322,514360.579373842,3202000.2602322,69930,5.8208e-11,1,-80.85277,28.94594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",101.309932448164,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"P",2,"PUB","V",0,2,"V",0,4,"S",0,2,"W",NA,NA,7.5,"N",0.05,53,63,"Y","N",1,1,0,0,0.00041,0.001113,0.001806,0.00257,0.004544,0.006928,0.016212,0.02985,0.047883,0.088118,63.4664205944,80,-0.376737700510047,c(514360.579373842, 3202000.2602322)
514231.637972587,3197205.43132963,514231.637972587,3197205.43132963,70041,0,1,-80.85399,28.90325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",143.972626615563,NA,NA,NA,NA,"Oak Hill","TS","BH","O-Metal, CON, WO","R",3,"PRI","V",99,0,"W",0,0,NA,0,0,NA,NA,NA,0,"N",0,60,70,"N","N",0,0,2,0,0.000923,0.003894,0.01363,0.022074,0.031534,0.042873,0.051789,0.066236,0.082412,0.121687,92.7399077308,60,1.20387042487414,c(514231.637972587, 3197205.43132963)
514282.178818071,3197107.32068546,514282.178818071,3197107.32068546,70152,1.16415e-10,1,-80.85389,28.90266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IRL",160.709953774223,NA,NA,NA,NA,"Oak Hill","TS","NS",NA,"R",1,"PRI","V",99,0,"V",210,2,"S",0,1,NA,NA,NA,2.5,"N",0,50,60,"N","N",1,1,2,0,0.000743,0.004305,0.012858,0.021802,0.029443,0.039678,0.046829,0.061232,0.079127,0.115346,97.5095725418,60,0.1587769887719,c(514282.178818071, 3197107.32068546)
514280.247289633,3197071.65354057,514280.247289633,3197071.65354057,70263,5.8208e-11,1,-80.85339,28.90215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",70.4975514916785,NA,NA,NA,NA,"Oak Hill","TS","BH","CON, O-Metal","R",3,"PRI","V",99,0,"V, S",111,1,"W",0,0,NA,NA,NA,1,"N",0.3,50,60,"Y","N",0,0,2,1,0.000865,0.004248,0.012943,0.024228,0.034529,0.044086,0.053142,0.066144,0.082933,0.122272,46.9186593466,60,1.69919618261849,c(514280.247289634, 3197071.65354057)
514320.476891128,3196984.73833621,514320.476891128,3196984.73833621,70374,0,1,-80.8529,28.90105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IRL",161.565051177574,NA,NA,NA,NA,"Oak Hill","TS","NS","CON","R",2,"PRI","V",0,2,"S",0,0,"W",0,2.5,NA,NA,NA,5,"N",0.08,30,40,"Y","N",1,1,2,0,0.000683,0.005135,0.012726,0.023916,0.034499,0.044423,0.050801,0.062487,0.081037,0.124602,44.6363369848,60,0.027361430679558,c(514320.476891128, 3196984.73833621)
514333.357959465,3196936.09539344,514333.357959465,3196936.09539344,70485,5.8208e-11,1,-80.85291,28.90027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",114.904768798977,NA,NA,NA,NA,"Oak Hill","TS","HS","CON, RB","R",3,"PRI","V",99,0,"V",111,1,"W",0,0,NA,NA,NA,1,"N",0.15,40,50,"Y","Y",0,0,2,0,0.000715,0.004275,0.007661,0.018125,0.023061,0.027626,0.034635,0.043161,0.058269,0.092908,87.4717150998,70,1.58768545067333,c(514333.357959464, 3196936.09539344)
